64,1,10,0.05311079786666669
64,2,10,0.05396043375894039
64,3,10,0.05453342890666668
64,4,10,0.05404420189090908
64,5,10,0.054550142365957434
64,6,10,0.053550804776811595
64,7,10,0.054063252670807464
64,8,10,0.05392336384
64,9,10,0.06842953614222225
64,10,10,0.07179408288000001
64,11,10,0.07486958646093364
64,12,10,0.08758283618461545
64,13,10,0.1617028833316637
64,14,10,0.22016355369795917
64,15,10,0.26833919186051286
64,16,10,0.31895187584
64,17,10,0.3559103505210084
64,18,10,0.3918368315076923
128,8,10,0.0613356954033898
128,9,10,0.06118778424888889
128,10,10,0.061557048097391334
128,11,10,0.061365272030443986
128,12,10,0.06162415175111113
128,13,10,0.06111127867076923
128,14,10,0.061414191627906976
128,15,10,0.06216546515301587
128,16,10,0.07630031273220339
128,17,10,0.07795563929291101
128,18,10,0.07799861930666667
128,19,10,0.0812553473181902
128,20,10,0.0819311765942857
128,21,10,0.09390328685714286
128,22,10,0.13329062648242423
128,23,10,0.1711678394743961
128,24,10,0.2107402635010753
128,25,10,0.2395801398613333
128,26,10,0.27503477277220845
128,27,10,0.3011094432698956
128,28,10,0.32662971740504204
256,24,10,0.07969014850859105
256,25,10,0.08080747506853578
256,26,10,0.08190490303895251
256,27,10,0.08317812131557462
256,28,10,0.0816642387790235
256,29,10,0.08089840920782254
256,30,10,0.08046007068444445
256,31,10,0.08059446419740453
256,32,10,0.08051887702857143
256,33,10,0.08322007567082182
256,34,10,0.08566208417540107
256,35,10,0.10038479914668426
256,36,10,0.12277568345396826
256,37,10,0.14577263511815033
256,38,10,0.16675761852631574
512,32,10,0.07583659662222221
512,33,10,0.0779048470411163
512,34,10,0.07682777116429938
512,35,10,0.07571878149507075
512,36,10,0.07893098178545953
512,37,10,0.07846761897593676
512,38,10,0.07888161349460407
512,39,10,0.08024218563425936
512,40,10,0.08154615940129034
512,41,10,0.0805354945978211
512,42,10,0.07981635763787702
512,43,10,0.08081360313187992
512,44,10,0.08245105170781496
512,45,10,0.08172433914215874
512,46,10,0.08416901892832575
512,47,10,0.08388484502099935
512,48,10,0.08535749322666666
512,49,10,0.08659845468981667
512,50,10,0.0850531328558062
512,51,10,0.08759445648887343
512,52,10,0.08745152751225069
512,53,10,0.10267203088373857
512,54,10,0.12132571868380661
512,55,10,0.1368457565057389
512,56,10,0.15710340577733997
512,57,10,0.17225565785331548
512,58,10,0.18848868748119227
512,59,10,0.20406193426024558
512,60,10,0.2149573566087356
512,61,10,0.23072120360409604
512,62,10,0.24262552320740222
512,63,10,0.2589551677389052
512,64,10,0.2703922565224491
512,65,10,0.283045047247807
1024,48,10,0.07460649977218542
1024,49,10,0.08123062812653811
1024,50,10,0.08095130853926283
1024,51,10,0.08140888782580391
1024,52,10,0.08194063602160905
1024,53,10,0.08234716515471048
1024,54,10,0.08321928219013298
1024,55,10,0.07776504075671481
1024,56,10,0.078334653202649
1024,57,10,0.08430094074743265
1024,58,10,0.08502058552446123
1024,59,10,0.07947241839579113
1024,60,10,0.08646135220287442
1024,61,10,0.08685673600564478
1024,62,10,0.0824554076939277
1024,63,10,0.08817303749845136
1024,64,10,0.08851176732631579
1024,65,10,0.08328923462097666
1024,66,10,0.09024763120316714
1024,67,10,0.09070258972114123
1024,68,10,0.09159684319198398
1024,69,10,0.09253785496827481
1024,70,10,0.09395116876687844
1024,71,10,0.09769878389042197
1024,72,10,0.11064583492865494
1024,73,10,0.12403252903473111
1024,74,10,0.13754937387199628
1024,75,10,0.14830712047324965
1024,76,10,0.16204559188567927
1024,77,10,0.17260091303676975
1024,78,10,0.18608226877633474
1024,79,10,0.19725538933730344
1024,80,10,0.2081546928317881
1024,81,10,0.21899543450502773
1024,82,10,0.2292024329859505
1024,83,10,0.23997565903638382
1024,84,10,0.24833885456547294
1024,85,10,0.259159672938633
1024,86,10,0.2670153176802856
1024,87,10,0.27771520809912514
1024,88,10,0.28522520191306455
1024,89,10,0.29597612742523266
1024,90,10,0.30389946589360045
1024,91,10,0.31200183643595725
1024,92,10,0.3192414244621477
1024,93,10,0.3270050993038966
1024,94,10,0.3338824099764787
1024,95,10,0.338970491014143
1024,96,10,0.3394445521660045
1024,97,10,0.33918578097116303
1024,98,10,0.3383856919921414
1024,99,10,0.33828807370891945
1024,100,10,0.3335414660582392
1518,60,10,0.08170143619773929
1518,61,10,0.08239242507630441
1518,62,10,0.07607136361183735
1518,63,10,0.07778861717516591
1518,64,10,0.07834205416712271
1518,65,10,0.0796097701415641
1518,66,10,0.0796903675909192
1518,67,10,0.08073925104669344
1518,68,10,0.08158431522994279
1518,69,10,0.08149478478433572
1518,70,10,0.08349443855304003
1518,71,10,0.0848156795917883
1518,72,10,0.08628531479782287
1518,73,10,0.09792361460849426
1518,74,10,0.11128061582421304
1518,75,10,0.12501120449826772
1518,76,10,0.13508305168885
1518,77,10,0.14799379915793295
1518,78,10,0.1590619583976911
1518,79,10,0.17211830378988702
1518,80,10,0.1827070567010301
1518,81,10,0.19417008622193807
1518,82,10,0.20529311361114438
1518,83,10,0.21490164845428703
1518,84,10,0.22654563654001048
1518,85,10,0.23549463483791883
1518,86,10,0.24472605633958328
1518,87,10,0.2540032492551633
1518,88,10,0.26239724642360923
1518,89,10,0.2711051835132064
1518,90,10,0.27844301711063085
1518,91,10,0.28677295370113676
1518,92,10,0.28759532537007093
1518,93,10,0.2875421477797447
1518,94,10,0.2875579362064435
1518,95,10,0.287476858730323
1518,96,10,0.28703267406547245
1518,97,10,0.28579949262701665
1518,98,10,0.2856658919331625
1518,99,10,0.2855760498435883
1518,100,10,0.28520457122859666
